campaign_id,case_id,run_id,server,priority,phase,block_id,parent,reference,model_seed,stream_seed,arm,calibration_family,input_distribution,added_updates,parent_updates,lifetime_student_updates,lr_u,lr_a,warmup_updates,scheduler,alpha,beta,lambda_edge,batch_size,teacher_layout,teacher_width,teacher_depth,student_layout,student_width,student_depth,optimizer_init,student_A_init,depends_on,selection,execution_status,binding_required
PANDA_GF2_P40_S345_20260922_v1,A11,GFP40_GF2_S3_A11_NATIVE0_NATIVE_FRESH100K_RS98611_v1,s3,PRIMARY,LOCKED_CONFIRM,S3_CONFIRM_1,FRESH,R3_100,98611,98611,NATIVE0,NATIVE,NATIVE,100000,0,100000,0.0001,3e-06,100,W100_COS100K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,CLONE_LOCAL_TEACHER,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,A12,GFP40_GF2_S3_A12_CTRL_MSTAR_FT20K_RS98711_v1,s3,PRIMARY,LOCKED_CONFIRM,S3_CONFIRM_1,A11,R3_100,,98711,CTRL,MSTAR,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""A11"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
PANDA_GF2_P40_S345_20260922_v1,A13,GFP40_GF2_S3_A13_MIX_MSTAR_FT20K_RS98711_v1,s3,PRIMARY,LOCKED_CONFIRM,S3_CONFIRM_1,A11,R3_100,,98711,MIX,MSTAR,MSTAR,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""A11"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
PANDA_GF2_P40_S345_20260922_v1,A14,GFP40_GF2_S3_A14_NATIVE0_NATIVE_FRESH100K_RS98612_v1,s3,PRIMARY,LOCKED_CONFIRM,S3_CONFIRM_2,FRESH,R3_100,98612,98612,NATIVE0,NATIVE,NATIVE,100000,0,100000,0.0001,3e-06,100,W100_COS100K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,CLONE_LOCAL_TEACHER,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,A15,GFP40_GF2_S3_A15_MIX_MSTAR_FT20K_RS98712_v1,s3,PRIMARY,LOCKED_CONFIRM,S3_CONFIRM_2,A14,R3_100,,98712,MIX,MSTAR,MSTAR,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""A14"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
PANDA_GF2_P40_S345_20260922_v1,A16,GFP40_GF2_S3_A16_CTRL_MSTAR_FT20K_RS98712_v1,s3,PRIMARY,LOCKED_CONFIRM,S3_CONFIRM_2,A14,R3_100,,98712,CTRL,MSTAR,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""A14"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
PANDA_GF2_P40_S345_20260922_v1,A17,GFP40_GF2_S3_A17_NATIVE0_NATIVE_FRESH100K_RS98613_v1,s3,OPTIONAL,LOCKED_CONFIRM,S3_CONFIRM_3,FRESH,R3_100,98613,98613,NATIVE0,NATIVE,NATIVE,100000,0,100000,0.0001,3e-06,100,W100_COS100K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,CLONE_LOCAL_TEACHER,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,A18,GFP40_GF2_S3_A18_CTRL_MSTAR_FT20K_RS98713_v1,s3,OPTIONAL,LOCKED_CONFIRM,S3_CONFIRM_3,A17,R3_100,,98713,CTRL,MSTAR,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""A17"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
PANDA_GF2_P40_S345_20260922_v1,A19,GFP40_GF2_S3_A19_MIX_MSTAR_FT20K_RS98713_v1,s3,OPTIONAL,LOCKED_CONFIRM,S3_CONFIRM_3,A17,R3_100,,98713,MIX,MSTAR,MSTAR,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""A17"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
PANDA_GF2_P40_S345_20260922_v1,B01,GFP40_GF2_S4_B01_NATIVE0_NATIVE_FT20K_RS98201_v1,s4,PRIMARY,SCREEN,B_NATIVE_PAIR,P4A,R4_100,,98201,NATIVE0,NATIVE,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B02,GFP40_GF2_S4_B02_NATIVE0_NATIVE_FT20K_RS98202_v1,s4,PRIMARY,SCREEN,B_NATIVE_PAIR,P4B,R4_100,,98202,NATIVE0,NATIVE,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B03,GFP40_GF2_S4_B03_CTRL_G025_FT20K_RS98201_v1,s4,PRIMARY,SCREEN,B_G025_TWO_PARENTS,P4A,R4_100,,98201,CTRL,G025,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B04,GFP40_GF2_S4_B04_MIX_G025_FT20K_RS98201_v1,s4,PRIMARY,SCREEN,B_G025_TWO_PARENTS,P4A,R4_100,,98201,MIX,G025,G025,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B05,GFP40_GF2_S4_B05_MIX_G025_FT20K_RS98202_v1,s4,PRIMARY,SCREEN,B_G025_TWO_PARENTS,P4B,R4_100,,98202,MIX,G025,G025,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B06,GFP40_GF2_S4_B06_CTRL_G025_FT20K_RS98202_v1,s4,PRIMARY,SCREEN,B_G025_TWO_PARENTS,P4B,R4_100,,98202,CTRL,G025,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B07,GFP40_GF2_S4_B07_CTRL_G050_FT20K_RS98201_v1,s4,PRIMARY,SCREEN,B_G050_TWO_PARENTS,P4A,R4_100,,98201,CTRL,G050,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B08,GFP40_GF2_S4_B08_MIX_G050_FT20K_RS98201_v1,s4,PRIMARY,SCREEN,B_G050_TWO_PARENTS,P4A,R4_100,,98201,MIX,G050,G050,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B09,GFP40_GF2_S4_B09_MIX_G050_FT20K_RS98202_v1,s4,PRIMARY,SCREEN,B_G050_TWO_PARENTS,P4B,R4_100,,98202,MIX,G050,G050,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B10,GFP40_GF2_S4_B10_CTRL_G050_FT20K_RS98202_v1,s4,PRIMARY,SCREEN,B_G050_TWO_PARENTS,P4B,R4_100,,98202,CTRL,G050,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B11,GFP40_GF2_S4_B11_CTRL_G0125_FT20K_RS98201_v1,s4,PRIMARY,SCREEN,B_G0125_TWO_PARENTS,P4A,R4_100,,98201,CTRL,G0125,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B12,GFP40_GF2_S4_B12_MIX_G0125_FT20K_RS98201_v1,s4,PRIMARY,SCREEN,B_G0125_TWO_PARENTS,P4A,R4_100,,98201,MIX,G0125,G0125,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B13,GFP40_GF2_S4_B13_MIX_G0125_FT20K_RS98202_v1,s4,PRIMARY,SCREEN,B_G0125_TWO_PARENTS,P4B,R4_100,,98202,MIX,G0125,G0125,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B14,GFP40_GF2_S4_B14_CTRL_G0125_FT20K_RS98202_v1,s4,PRIMARY,SCREEN,B_G0125_TWO_PARENTS,P4B,R4_100,,98202,CTRL,G0125,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B15,GFP40_GF2_S4_B15_CTRL_P025_FT20K_RS98201_v1,s4,PRIMARY,SCREEN,B_P025_TWO_PARENTS,P4A,R4_100,,98201,CTRL,P025,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B16,GFP40_GF2_S4_B16_MIX_P025_FT20K_RS98201_v1,s4,PRIMARY,SCREEN,B_P025_TWO_PARENTS,P4A,R4_100,,98201,MIX,P025,P025,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B17,GFP40_GF2_S4_B17_MIX_P025_FT20K_RS98202_v1,s4,PRIMARY,SCREEN,B_P025_TWO_PARENTS,P4B,R4_100,,98202,MIX,P025,P025,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B18,GFP40_GF2_S4_B18_CTRL_P025_FT20K_RS98202_v1,s4,PRIMARY,SCREEN,B_P025_TWO_PARENTS,P4B,R4_100,,98202,CTRL,P025,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B19,GFP40_GF2_S4_B19_CTRL_P075_FT20K_RS98201_v1,s4,PRIMARY,SCREEN,B_P075_TWO_PARENTS,P4A,R4_100,,98201,CTRL,P075,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B20,GFP40_GF2_S4_B20_MIX_P075_FT20K_RS98201_v1,s4,PRIMARY,SCREEN,B_P075_TWO_PARENTS,P4A,R4_100,,98201,MIX,P075,P075,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B21,GFP40_GF2_S4_B21_MIX_P075_FT20K_RS98202_v1,s4,PRIMARY,SCREEN,B_P075_TWO_PARENTS,P4B,R4_100,,98202,MIX,P075,P075,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B22,GFP40_GF2_S4_B22_CTRL_P075_FT20K_RS98202_v1,s4,PRIMARY,SCREEN,B_P075_TWO_PARENTS,P4B,R4_100,,98202,CTRL,P075,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B23,GFP40_GF2_S4_B23_NATIVE0_NATIVE_FRESH100K_RS98611_v1,s4,PRIMARY,LOCKED_CONFIRM,S4_CONFIRM_1,FRESH,R4_100,98611,98611,NATIVE0,NATIVE,NATIVE,100000,0,100000,0.0001,3e-06,100,W100_COS100K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,CLONE_LOCAL_TEACHER,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B24,GFP40_GF2_S4_B24_CTRL_MSTAR_FT20K_RS98711_v1,s4,PRIMARY,LOCKED_CONFIRM,S4_CONFIRM_1,B23,R4_100,,98711,CTRL,MSTAR,NATIVE,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""B23"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
PANDA_GF2_P40_S345_20260922_v1,B25,GFP40_GF2_S4_B25_MIX_MSTAR_FT20K_RS98711_v1,s4,PRIMARY,LOCKED_CONFIRM,S4_CONFIRM_1,B23,R4_100,,98711,MIX,MSTAR,MSTAR,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""B23"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
PANDA_GF2_P40_S345_20260922_v1,B26,GFP40_GF2_S4_B26_NATIVE0_NATIVE_FRESH100K_RS98612_v1,s4,PRIMARY,LOCKED_CONFIRM,S4_CONFIRM_2,FRESH,R4_100,98612,98612,NATIVE0,NATIVE,NATIVE,100000,0,100000,0.0001,3e-06,100,W100_COS100K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,CLONE_LOCAL_TEACHER,[],EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,False
PANDA_GF2_P40_S345_20260922_v1,B27,GFP40_GF2_S4_B27_MIX_MSTAR_FT20K_RS98712_v1,s4,PRIMARY,LOCKED_CONFIRM,S4_CONFIRM_2,B26,R4_100,,98712,MIX,MSTAR,MSTAR,20000,100000,120000,1e-05,3e-07,100,W100_COS20K,1.0,0.1,0.002,48,P0,112,"1,2,3",PLH,104,"1,2,2",NEW_ADAMW_ZERO_MOMENTS_U_AND_A,KEEP_PARENT_STUDENT_A,"[""B26"",""MSTAR_LOCK""]",EXACT_FINAL_PRIMARY_RR_VAL_SELECTED_SECONDARY,DESIGN_NOT_STARTED,True
