case_id,run_id,server,stage,block_id,queue_rank,parent_id,parent_run_id,parent_step,parent_model_sha256,reference_key,teacher_seed,teacher_updates,init_mode,model_seed,stream_seed,profile,alpha_target,beta_target,lambda_edge_target,coefficient_ramp_updates,input_views,calibration,train_updates,lifetime_student_updates,u_peak_lr,a_peak_lr,warmup_updates,scheduler,optimizer_state_at_fork,batch_size,num_bands,max_dn,student_width,student_depth,student_input,gradient_route,official_selection,dependencies,auto_default,status,test_aware
A11,GFB20_GF2_S3_A11_BASE_FRESH100K_SEED96611_v1,s3,FRESH_REPLAY,A_REPLAY1,60,,,0,,R3_100,94001,100000,FRESH_U_TEACHER_A_CLONE,96611,96611,BASE,1.0,0.1,0.002,0,NATIVE,NATIVE,100000,100000,0.0001,3e-06,100,FRESH100_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,False,DEFINED_NOT_LAUNCHED,True
A12,GFB20_GF2_S3_A12_BASE_FT20K_SEED96711_v1,s3,FRESH_REPLAY,A_REPLAY1,61,P3NEW1,RESOLVE_FROM_DEPENDENCY,100000,,R3_100,94001,100000,PARENT_STUDENT_U_AND_A_WEIGHTS,,96711,BASE,1.0,0.1,0.002,0,NATIVE,NATIVE,20000,120000,1e-05,3e-07,100,FT20_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,A11,False,DEFINED_NOT_LAUNCHED,True
A13,GFB20_GF2_S3_A13_H010_FT20K_SEED96711_v1,s3,FRESH_REPLAY,A_REPLAY1,62,P3NEW1,RESOLVE_FROM_DEPENDENCY,100000,,R3_100,94001,100000,PARENT_STUDENT_U_AND_A_WEIGHTS,,96711,H010,0.1,0.1,0.002,0,NATIVE,NATIVE,20000,120000,1e-05,3e-07,100,FT20_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,A11,False,DEFINED_NOT_LAUNCHED,True
A14,GFB20_GF2_S3_A14_BASE_FRESH100K_SEED96612_v1,s3,FRESH_REPLAY,A_REPLAY2,70,,,0,,R3_100,94001,100000,FRESH_U_TEACHER_A_CLONE,96612,96612,BASE,1.0,0.1,0.002,0,NATIVE,NATIVE,100000,100000,0.0001,3e-06,100,FRESH100_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,False,DEFINED_NOT_LAUNCHED,True
A15,GFB20_GF2_S3_A15_BASE_FT20K_SEED96712_v1,s3,FRESH_REPLAY,A_REPLAY2,71,P3NEW2,RESOLVE_FROM_DEPENDENCY,100000,,R3_100,94001,100000,PARENT_STUDENT_U_AND_A_WEIGHTS,,96712,BASE,1.0,0.1,0.002,0,NATIVE,NATIVE,20000,120000,1e-05,3e-07,100,FT20_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,A14,False,DEFINED_NOT_LAUNCHED,True
A16,GFB20_GF2_S3_A16_H010_FT20K_SEED96712_v1,s3,FRESH_REPLAY,A_REPLAY2,72,P3NEW2,RESOLVE_FROM_DEPENDENCY,100000,,R3_100,94001,100000,PARENT_STUDENT_U_AND_A_WEIGHTS,,96712,H010,0.1,0.1,0.002,0,NATIVE,NATIVE,20000,120000,1e-05,3e-07,100,FT20_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,A14,False,DEFINED_NOT_LAUNCHED,True
B01,GFB20_GF2_S4_B01_BASE_FT20K_SEED96401_v1,s4,CORE,B_PANEL1,10,P4B,L100I1_GF2_S_S4_R100_TS94002_SS95002_BASE_PLH_W104_D122_FRESH100K_v2,100000,7b3a739cb537799dd30fecf96a7a59215cc3c0b516f1a726d3cc7eff1869ba73,R4_100,94002,100000,PARENT_STUDENT_U_AND_A_WEIGHTS,,96401,BASE,1.0,0.1,0.002,0,NATIVE,NATIVE,20000,120000,1e-05,3e-07,100,FT20_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,True,DEFINED_NOT_LAUNCHED,True
B02,GFB20_GF2_S4_B02_K1_FT20K_SEED96401_v1,s4,CORE,B_PANEL1,11,P4B,L100I1_GF2_S_S4_R100_TS94002_SS95002_BASE_PLH_W104_D122_FRESH100K_v2,100000,7b3a739cb537799dd30fecf96a7a59215cc3c0b516f1a726d3cc7eff1869ba73,R4_100,94002,100000,PARENT_STUDENT_U_AND_A_WEIGHTS,,96401,K1,1.0,1.0,0.002,1000,NATIVE,NATIVE,20000,120000,1e-05,3e-07,100,FT20_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,True,DEFINED_NOT_LAUNCHED,True
B03,GFB20_GF2_S4_B03_E100_FT20K_SEED96401_v1,s4,CORE,B_PANEL1,12,P4B,L100I1_GF2_S_S4_R100_TS94002_SS95002_BASE_PLH_W104_D122_FRESH100K_v2,100000,7b3a739cb537799dd30fecf96a7a59215cc3c0b516f1a726d3cc7eff1869ba73,R4_100,94002,100000,PARENT_STUDENT_U_AND_A_WEIGHTS,,96401,E100,1.0,0.1,0.1,1000,NATIVE,NATIVE,20000,120000,1e-05,3e-07,100,FT20_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,True,DEFINED_NOT_LAUNCHED,True
B04,GFB20_GF2_S4_B04_E100_FT20K_SEED96402_v1,s4,CORE,B_PANEL2,20,P4A,L100I1_GF2_S_S4_R100_TS94002_SS95001_BASE_PLH_W104_D122_FRESH100K_v2,100000,6f2458ccad0100ec977521d9ae545e134bce23f1964f57dd61a7fce657bc3fd8,R4_100,94002,100000,PARENT_STUDENT_U_AND_A_WEIGHTS,,96402,E100,1.0,0.1,0.1,1000,NATIVE,NATIVE,20000,120000,1e-05,3e-07,100,FT20_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,True,DEFINED_NOT_LAUNCHED,True
B05,GFB20_GF2_S4_B05_K1_FT20K_SEED96402_v1,s4,CORE,B_PANEL2,21,P4A,L100I1_GF2_S_S4_R100_TS94002_SS95001_BASE_PLH_W104_D122_FRESH100K_v2,100000,6f2458ccad0100ec977521d9ae545e134bce23f1964f57dd61a7fce657bc3fd8,R4_100,94002,100000,PARENT_STUDENT_U_AND_A_WEIGHTS,,96402,K1,1.0,1.0,0.002,1000,NATIVE,NATIVE,20000,120000,1e-05,3e-07,100,FT20_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,True,DEFINED_NOT_LAUNCHED,True
B06,GFB20_GF2_S4_B06_BASE_FT20K_SEED96402_v1,s4,CORE,B_PANEL2,22,P4A,L100I1_GF2_S_S4_R100_TS94002_SS95001_BASE_PLH_W104_D122_FRESH100K_v2,100000,6f2458ccad0100ec977521d9ae545e134bce23f1964f57dd61a7fce657bc3fd8,R4_100,94002,100000,PARENT_STUDENT_U_AND_A_WEIGHTS,,96402,BASE,1.0,0.1,0.002,0,NATIVE,NATIVE,20000,120000,1e-05,3e-07,100,FT20_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,True,DEFINED_NOT_LAUNCHED,True
B07,GFB20_GF2_S4_B07_BASE_FRESH100K_SEED96611_v1,s4,FRESH_TRANSFER,B_FRESH1,40,,,0,,R4_100,94002,100000,FRESH_U_TEACHER_A_CLONE,96611,96611,BASE,1.0,0.1,0.002,0,NATIVE,NATIVE,100000,100000,0.0001,3e-06,100,FRESH100_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,False,DEFINED_NOT_LAUNCHED,True
B08,GFB20_GF2_S4_B08_B_SELECTED_FRESH100K_SEED96611_v1,s4,FRESH_TRANSFER,B_FRESH1,41,,,0,,R4_100,94002,100000,FRESH_U_TEACHER_A_CLONE,96611,96611,B_SELECTED,,,,1000,NATIVE,NATIVE,100000,100000,0.0001,3e-06,100,FRESH100_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,False,DEFINED_NOT_LAUNCHED,True
B09,GFB20_GF2_S4_B09_B_SELECTED_FRESH100K_SEED96612_v1,s4,FRESH_TRANSFER,B_FRESH2,50,,,0,,R4_100,94002,100000,FRESH_U_TEACHER_A_CLONE,96612,96612,B_SELECTED,,,,1000,NATIVE,NATIVE,100000,100000,0.0001,3e-06,100,FRESH100_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,False,DEFINED_NOT_LAUNCHED,True
B10,GFB20_GF2_S4_B10_BASE_FRESH100K_SEED96612_v1,s4,FRESH_TRANSFER,B_FRESH2,51,,,0,,R4_100,94002,100000,FRESH_U_TEACHER_A_CLONE,96612,96612,BASE,1.0,0.1,0.002,0,NATIVE,NATIVE,100000,100000,0.0001,3e-06,100,FRESH100_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,False,DEFINED_NOT_LAUNCHED,True
C01,GFB20_GF2_S5_C01_NATIVE0_FT20K_SEED96501_v1,s5,CORE,C_PANEL1,10,P5B,L100I1_GF2_S_S5_R100_TS94003_SS95002_BASE_PLH_W104_D122_FRESH100K_v2,100000,06594ae84071e75ed37785715c2d81395c1add5fbdf5feceed1315747a87c557,R5_100,94003,100000,PARENT_STUDENT_U_AND_A_WEIGHTS,,96501,NATIVE0,1.0,0.1,0.002,0,NATIVE,NATIVE,20000,120000,1e-05,3e-07,100,FT20_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,True,DEFINED_NOT_LAUNCHED,True
C02,GFB20_GF2_S5_C02_NAT_MIXCAL_FT20K_SEED96501_v1,s5,CORE,C_PANEL1,11,P5B,L100I1_GF2_S_S5_R100_TS94003_SS95002_BASE_PLH_W104_D122_FRESH100K_v2,100000,06594ae84071e75ed37785715c2d81395c1add5fbdf5feceed1315747a87c557,R5_100,94003,100000,PARENT_STUDENT_U_AND_A_WEIGHTS,,96501,NAT_MIXCAL,1.0,0.1,0.002,0,NATIVE,MIX_1_2_1,20000,120000,1e-05,3e-07,100,FT20_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,True,DEFINED_NOT_LAUNCHED,True
C03,GFB20_GF2_S5_C03_PANMIX_FT20K_SEED96501_v1,s5,CORE,C_PANEL1,12,P5B,L100I1_GF2_S_S5_R100_TS94003_SS95002_BASE_PLH_W104_D122_FRESH100K_v2,100000,06594ae84071e75ed37785715c2d81395c1add5fbdf5feceed1315747a87c557,R5_100,94003,100000,PARENT_STUDENT_U_AND_A_WEIGHTS,,96501,PANMIX,1.0,0.1,0.002,0,GAMMA_075_100_125_P025_050_025,MIX_1_2_1,20000,120000,1e-05,3e-07,100,FT20_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,True,DEFINED_NOT_LAUNCHED,True
C04,GFB20_GF2_S5_C04_PANMIX_FT20K_SEED96502_v1,s5,CORE,C_PANEL2,20,P5A,L100I1_GF2_S_S5_R100_TS94003_SS95001_BASE_PLH_W104_D122_FRESH100K_v2,100000,40753274f8b586d4caeff839b3396cb89db832fd68fff528548c6fa4e2b29b31,R5_100,94003,100000,PARENT_STUDENT_U_AND_A_WEIGHTS,,96502,PANMIX,1.0,0.1,0.002,0,GAMMA_075_100_125_P025_050_025,MIX_1_2_1,20000,120000,1e-05,3e-07,100,FT20_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,True,DEFINED_NOT_LAUNCHED,True
C05,GFB20_GF2_S5_C05_NAT_MIXCAL_FT20K_SEED96502_v1,s5,CORE,C_PANEL2,21,P5A,L100I1_GF2_S_S5_R100_TS94003_SS95001_BASE_PLH_W104_D122_FRESH100K_v2,100000,40753274f8b586d4caeff839b3396cb89db832fd68fff528548c6fa4e2b29b31,R5_100,94003,100000,PARENT_STUDENT_U_AND_A_WEIGHTS,,96502,NAT_MIXCAL,1.0,0.1,0.002,0,NATIVE,MIX_1_2_1,20000,120000,1e-05,3e-07,100,FT20_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,True,DEFINED_NOT_LAUNCHED,True
C06,GFB20_GF2_S5_C06_NATIVE0_FT20K_SEED96502_v1,s5,CORE,C_PANEL2,22,P5A,L100I1_GF2_S_S5_R100_TS94003_SS95001_BASE_PLH_W104_D122_FRESH100K_v2,100000,40753274f8b586d4caeff839b3396cb89db832fd68fff528548c6fa4e2b29b31,R5_100,94003,100000,PARENT_STUDENT_U_AND_A_WEIGHTS,,96502,NATIVE0,1.0,0.1,0.002,0,NATIVE,NATIVE,20000,120000,1e-05,3e-07,100,FT20_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,True,DEFINED_NOT_LAUNCHED,True
C07,GFB20_GF2_S5_C07_NAT_MIXCAL_FRESH100K_SEED96611_v1,s5,FRESH_TRANSFER,C_FRESH1,40,,,0,,R5_100,94003,100000,FRESH_U_TEACHER_A_CLONE,96611,96611,NAT_MIXCAL,1.0,0.1,0.002,0,NATIVE,MIX_1_2_1,100000,100000,0.0001,3e-06,100,FRESH100_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,False,DEFINED_NOT_LAUNCHED,True
C08,GFB20_GF2_S5_C08_PANMIX_FRESH100K_SEED96611_v1,s5,FRESH_TRANSFER,C_FRESH1,41,,,0,,R5_100,94003,100000,FRESH_U_TEACHER_A_CLONE,96611,96611,PANMIX,1.0,0.1,0.002,0,GAMMA_075_100_125_P025_050_025,MIX_1_2_1,100000,100000,0.0001,3e-06,100,FRESH100_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,False,DEFINED_NOT_LAUNCHED,True
C09,GFB20_GF2_S5_C09_PANMIX_FRESH100K_SEED96612_v1,s5,FRESH_TRANSFER,C_FRESH2,50,,,0,,R5_100,94003,100000,FRESH_U_TEACHER_A_CLONE,96612,96612,PANMIX,1.0,0.1,0.002,0,GAMMA_075_100_125_P025_050_025,MIX_1_2_1,100000,100000,0.0001,3e-06,100,FRESH100_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,False,DEFINED_NOT_LAUNCHED,True
C10,GFB20_GF2_S5_C10_NAT_MIXCAL_FRESH100K_SEED96612_v1,s5,FRESH_TRANSFER,C_FRESH2,51,,,0,,R5_100,94003,100000,FRESH_U_TEACHER_A_CLONE,96612,96612,NAT_MIXCAL,1.0,0.1,0.002,0,NATIVE,MIX_1_2_1,100000,100000,0.0001,3e-06,100,FRESH100_COS_W100,RESET_BOTH_U_A,48,4,1023,104,"1,2,2",PLH,U=hard+soft+q_edge;A=q_hard,EXACT_FINAL;RR_VAL_SELECTED,,False,DEFINED_NOT_LAUNCHED,True
